7015;7;Донорские центры;donor.png;0
8001;8;Бары;food-bar.png;0
8002;8;Кафе;food-zacusochnie.png;0
8003;8;Кофейни;food-cafe.png;0
8004;8;Фаст-фуд;food_fastfood.png;0
8005;8;Рестораны;food-restoran.png;0
8006;8;Закусочные;food-zacusochnie.png;0
8007;8;Чайные;food-cafe.png;0
9001;9;Гостиницы;hotel.png;0
9002;9;Кемпинги;hotel.png;0
9003;9;Мотели;hotel.png;0
9005;9;Хостелы;hotel.png;0
9006;9;Гостевые дома;hotel.png;0
10001;10;Духовные училища;Religion.png;0
10002;10;Католические храмы;Religion.png;0
10003;10;Мечети;Religion.png;0
10004;10;Монастыри;Religion.png;0
10005;10;Православные храмы;Religion.png;0
10006;10;Святые места;Religion.png;0
10007;10;Синагоги;Religion.png;0
10008;10;Протестантские церкви;Religion.png;0
10009;10;Церкви;Religion.png;0
10010;10;Индуизм;Religion.png;0
10011;10;Вера Бахаи;Religion.png;0
10012;10;Сикхизм;Religion.png;0
10013;10;Буддизм;Religion.png;0
11001;11;Автобусные вокзалы;Auto_vokz.png;0
11002;11;Аэропорты;avia.png;0
11003;11;Железнодорожные вокзалы;zd_vogz.png;0
11004;11;Железнодорожные станции;zd_vogz.png;0
11005;11;Билеты авиа, ж/д;transport.png;0
11006;11;Станции метро;metro.png;0
11007;11;Речные причалы;techflot.png;0
11008;11;Речные вокзалы;techflot.png;0
11009;14;Таможни;tamogny.png;0
11010;11;Остановки транспорта;ostanovki.png;0
11011;11;Паромные переправы;techflot.png;0
11012;11;Морской транспорт;techflot.png;0
11013;11;Велодорожки;velodor.png;0
11014;11;Велопрокат;velodorpark.png;0
11015;11;Пешеходные зоны;Peshehod.png;0
11016;11;Билеты на городской транспорт;kassa2.png;0
12001;12;Аквапарки;fountain.png;0
12002;12;Аттракционы;relax-Attractions.png;0
12003;12;Бани и сауны;relax-sauna.png;0
12004;12;Бильярд;billiards.png;0
12005;12;Ботанические сады;park.png;0
12006;12;Боулинг;bowling.png;0
12007;12;Дельфинарии;dolphinarium.png;0
12009;12;Загородный отдых;rest.png;0
12010;12;Зоопарки;zoop.png;0
12011;12;Спортивные трансляции;relax-sport-bar.png;0
12012;12;Картинг;cart.png;0
12013;12;Катки;konki.png;0
12015;12;Места прогулок;tanz.png;0
12016;12;Ночные клубы;club.png;0
12017;12;Охота;relax-hunt.png;0
12018;12;Зоны отдыха;park.png;0
12019;12;Пейнтбол;billiards.png;0
12020;12;Детские лагеря отдыха;detCad.png;0
12021;12;Пляжи;beach.png;0
12022;12;Танцы;tanz.png;0
12023;12;Развлекательные центры;club.png;0
12024;12;Роллердромы;rollik.png;0
12025;12;Рыбалка;fishing.png;0
12027;12;Лодочные станции;boat_Station.png;0
12029;12;Фонтаны;fountain.png;0
12030;12;Заповедники;relax-zapovednik.png;0
12031;12;Национальные парки;park.png;0
12032;12;Озёра, пруды;services_mere.png;0
12033;12;Казино;club.png;0
12034;12;Туристские инфоцентры;club.png;0
12035;12;Санатории;rest.png;0
12036;12;Пикниковые зоны;relax-picnic.png;0
12037;12;Антикафе;relax-anticafe.png;0
12038;12;Караоке;relax-karaoke.png;0
12039;12;Букмекерские конторы;отдых.png;0
13001;13;Галереи, выставки;culture.png;0
13002;13;Общественные центры;culture.png;0
13003;13;Достопримечательности;pam.png;0
13004;13;Консерватории;kultura-conservatory.png;0
13005;13;Концертные площадки;kultura-concert.png;0
13006;13;Культурные центры;culture.png;0
13007;13;Музеи;sights.png;0
13008;13;Планетарии;planets.png;0
13009;13;Театры;culture.png;0
13010;13;Цирки;zirk.png;0
13011;13;Кинотеатры;cinema.png;0
13012;13;Выставочные центры;culture.png;0
13013;13;Памятники;pam.png;0
14001;14;БТИ;state.png;0
14002;14;Военкоматы;state.png;0
14004;14;ЗАГС;zags.png;0
14005;14;Кладбища, крематории;kladb.png;0
14006;14;Миграционные службы;gos.png;0
14007;14;Полиция;14007miliz.png;0
14008;14;Налоговые инспекции;gos.png;0
14009;14;Посольства;gos.png;0
14010;14;Прокуратуры;urist.png;0
14013;14;Муниципалитеты;state.png;0
14014;14;Суды;urist.png;0
14015;14;Судебные приставы;urist.png;0
14016;14;Власть;gos.png;0
14017;14;Жилищные инспекции;state.png;0
14018;14;Социальная защита;gos.png;0
14019;14;Тюрьмы;prison.png;0
14020;14;Транспортные инспекции;state.png;0
14021;14;МФЦ;state.png;0
14022;14;Расчётные центры ЖКХ;state.png;0
15001;15;Алкоголь;alko.png;0
15002;15;Бутики;shop.png;0
15003;15;Бытовая техника;but_s.png;0
15004;15;Детские товары;baby.png;0
15005;15;Зоомагазины;shop_zoo.png;0
15006;15;Канцтовары;kancelaria.png;0
15007;15;Книги;book.png;0
15008;15;Компьютерная техника;shop.png;0
15009;15;Косметика, парфюмерия;parfum.png;0
15010;15;Мебель;meb_s.png;0
15011;15;Обувь;shoes.png;0
15012;15;Одежда;shop-clothes.png;0
15013;15;Оптика;optica.png;0
15014;15;Оружие;arms.png;0
15015;15;Подарки, сувениры;pod_s.png;0
15016;15;Рынки, ярмарки;shop.png;0
15018;15;Сантехника;santeh.png;0
15019;15;Спортивные товары;shopping-sport.png;0
15020;15;Стройматериалы;building.png;0
15021;15;Супермаркеты;shop.png;0
15022;15;Торговые центры;shop.png;0
15023;15;Туризм, охота, рыбалка;tourism.png;0
15024;15;Универмаги;shop.png;0
15025;15;Хозяйственные товары;hoz_s.png;0
15026;15;Цветы;flor.png;0
15027;15;Ювелирные изделия;uvelir.png;0
