423;4002
543;12016
606;4002
626;4002
674;15039
826;4002
1093;3032
1093;3029
1342;4002
1359;4002
1477;1020
1845;4004
1845;4002
1912;1001
2078;15039
2114;4002
2295;4002
2331;15039
2463;4002
2496;4002
2496;4004
2512;6001
2579;8005
2680;15039
2696;4002
2846;4002
2849;15039
2898;15039
2999;1001
3013;15035
3099;4002
3164;4002
3231;16006
3266;12011
3266;8001
3451;1004
3616;12011
3717;15039
3785;1004
3849;12023
3952;4003
3952;4004
4052;15039
4067;4002
4336;1001
4368;4002
4370;15037
4435;6001
4585;16003
4604;3012
4670;15022
4751;12021
4788;15039
4819;4002
4868;15036
4969;4002
4986;15039
5019;15039
5169;4002
5269;4002
5269;4003
5269;4004
5286;12013
5386;15021
5473;4002
5521;1001
5523;4002
5604;12011
5673;1021
5673;1004
5673;1020
5721;12011
5807;4004
5824;1004
5921;4002
6055;15039
6122;4002
6122;4003
6139;4002
6174;4002
6205;4002
6256;4002
6456;16007
6489;1004
6506;12011
6506;8001
6539;16003
6557;4004
6557;4003
6658;1004
6723;1001
6775;4002
6843;12011
6858;15039
6875;4003
7044;4002
7058;4002
7058;4004
7143;8001
7243;15039
7276;6001
7345;4002
7592;15039
7612;12011
7612;6001
7612;8001
7696;16003
7811;3012
7896;15031
7946;1004
7993;4002
8010;15039
8030;1004
8030;1020
8030;1021
8179;15039
8194;4004
8194;4002
8277;4002
8277;4004
8361;4002
8480;4002
8480;4004
8563;4003
8680;8001
8680;12038
8680;6001
8680;12011
8695;4003
8695;4004
8764;6001
8798;4003
9147;4002
9265;1004
9267;4002
9365;16006
9466;4002
9565;4002
9614;4002
9649;15039
9717;6001
9718;6001
9984;4002
9984;4004
10034;4003
10069;1020
10083;4004
10083;4002
10134;4002
10436;12006
10436;12004
10469;3012
10550;16007
10634;4002
10684;4002
10834;1001
10885;15039
10954;15039
11037;1020
11037;1001
11136;1004
11389;4002
11489;16006
11506;1001
11571;4002
11670;1020
11672;4002
11720;12011
11773;4002
11789;4002
11789;4004
11889;15039
12122;4004
12173;4004
12173;4003
12391;1001
12490;4002
12556;1001
12657;12011
12674;4002
12823;4002
12842;6001
12843;4002
12941;4002
12941;4003
13025;15004
13041;6001
13211;4003
13211;4004
13276;6001
13276;12011
13294;4002
13377;3004
13392;4002
13475;4002
13475;4004
13561;15039
13644;13003
13676;15039
13710;1020
14026;15039
14329;8005
14329;12011
14377;1006
14377;1016
14377;1019
14377;1001
14712;6001
14763;4002
14899;4002
14899;4004
14929;1004
14962;1020
15098;4004
15098;4002
15132;15039
15382;4004
15481;12011
15481;6001
15483;4002
15565;4002
15734;4002
15750;4002
15800;15039
15865;12011
15866;1020
16117;16006
16419;6001
16584;6001
16685;1020
16818;6001
16938;15039
16970;6001
17018;6001
17103;4002
17269;3029
17354;4002
17422;4002
17438;4002
17438;4004
17456;1004
17472;16006
17572;4004
17572;4002
17723;4002
17723;4004
17738;4004
17738;4002
17837;12011
17890;1020
18023;4002
18189;4002
18256;4002
18291;8005
18308;4002
18557;15039
18625;1020
18759;4002
18876;15039
18891;4002
18958;13007
18958;13003
19009;6001
19023;6001
19158;4004
19158;4002
19291;6001
19291;12016
19375;12011
19378;4002
19560;4002
19576;4002
19678;4002
19761;15039
19911;12011
19912;1019
19912;1001
19944;4004
19961;1001
20193;6001
20228;13003
20262;1001
20646;4004
20698;15022
20929;13007
20929;2021
20929;5015
20929;6001
20929;12022
21097;1020
21098;1020
21182;4004
21198;15039
21398;4004
21430;4004
21514;4004
21633;12011
21665;1020
21800;4004
21850;12011
21965;15022
22035;4004
22118;15039
22466;16003
22550;6001
23021;6001
23153;16007
23188;4004
23489;12038
23489;12011
23503;4004
23619;4004
23804;2021
23804;12022
23804;5015
23804;6001
23823;4004
24255;15035
24508;6001
24555;4004
24573;1001
24925;13003
25125;6001
25142;12011
25160;13001
25644;15039
25658;15039
25709;12011
25710;12011
25710;12038
26347;10005
26762;12011
26898;4004
26947;8006
26947;6001
26997;6001
26997;12011
27063;13003
27198;15039
27432;1020
482;15039
517;8001
566;4002
599;4002
618;1001
631;1004
835;4002
935;15039
1250;4003
1453;6001
1536;1004
1536;1020
1536;1001
1671;4003
1803;4002
1919;15039
1972;1001
2069;4002
2169;16003
2437;4002
2487;6001
2590;15035
2821;6001
2922;4002
2956;4002
2972;15039
3071;15035
3122;15039
3223;15039
3459;15039
3591;4002
3625;13003
3625;12036
3625;13007
3625;12013
3791;16003
3807;4002
3857;4002
3958;4002
3994;4002
4026;15039
4278;15039
4310;1004
4461;4002
4594;4002
4677;4004
4728;4002
4810;4002
4913;4002
4946;4002
5012;4002
5080;4002
5281;15039
5495;4002
5680;1001
5798;1004
5812;12004
5812;12011
6150;4002
6198;4002
6216;15039
6316;12013
6400;15039
6548;16003
6599;4003
6614;4002
6634;15039
6651;15032
6651;7006
6683;4002
6734;4002
6749;1004
6749;1020
6749;1021
6782;12016
6782;12011
6782;12038
6782;6001
6785;4003
6785;4002
6785;4004
6852;6001
6951;15039
6966;1004
6968;4004
6968;4002
7116;1001
7116;1004
7116;1020
7167;4002
7301;4003
7301;4004
7384;12011
7550;4002
7570;4002
7654;4002
7654;4004
7719;1001
7719;1020
7719;1005
7785;4002
7804;12011
7836;1004
7888;4002
7971;1020
8037;15039
8052;6001
8072;4002
8088;4002
8189;16003
8203;6001
8252;15039
8372;15020
8389;4003
8389;4002
8421;4002
8421;4003
8486;6001
8570;6001
8706;4002
8706;4004
8889;4004
8889;4002
8890;4002
8890;4004
8923;4002
8941;16001
8956;4002
9007;15039
9125;1001
9241;4002
9241;4003
9288;4002
9290;4002
9391;4002
9542;15035
9609;4002
9609;4004
9639;12011
9642;1021
9642;1004
9642;1020
9740;1020
9740;1004
9757;12038
9757;6001
9758;4002
9792;6001
9843;4002
9924;1020
9924;1001
9977;16003
10091;4004
10093;4004
10193;4002
10194;4002
10275;15020
10495;15039
10662;4002
10676;4002
10762;1001
10877;6001
10894;15039
10943;16003
10945;4002
10963;6001
11112;4002
11229;4002
11263;4002
11429;4002
11446;15018
11597;4002
11681;4003
11681;4004
11715;4002
11947;4002
12113;4002
12182;4003
12213;15039
12232;4003
12484;4003
12616;16003
12882;4002
13015;4003
13286;13006
13350;4002
13416;6001
13419;15039
13470;4004
13470;4002
13685;4002
13771;16007
13834;15039
13854;16007
13884;4002
13904;4002
13920;8007
14154;4002
14171;4002
14439;4002
14588;4002
14604;4002
14604;4004
14688;15039
14757;4002
14840;4002
14840;4004
14887;15039
14890;4004
14890;4002
14937;4002
15108;15039
15172;15039
15188;4002
15422;4002
15490;1004
15607;4002
15608;4002
15793;4002
15793;4004
15842;4004
15842;4002
16043;4002
16043;4004
16057;4002
16377;4002
16409;4002
16441;4002
17061;12011
17061;6001
17061;12016
17110;15039
17661;1020
17729;4004
17747;4004
17947;1020
18113;4004
18249;15008
18249;15035
18298;15039
18465;15039
18498;1020
18498;1004
18498;1021
18498;1016
18500;8001
18500;12011
18500;12004
18500;12006
18599;6001
18650;1004
18799;1020
18848;15039
18917;15039
19217;6001
19300;15039
19317;1004
19384;1020
19384;6001
19435;4004
19635;4004
19936;1020
19936;1004
20002;15039
20068;12013
20068;12022
20068;6001
20068;5015
20068;12027
20068;5005
20254;4004
20372;14009
20422;13003
20506;15039
20638;1004
20672;4004
20787;15039
21039;1004
21273;15039
22224;4004
22391;12038
22392;6001
22427;1020
22543;1004
22879;12011
22927;13003
23227;8001
23227;12011
23430;8005
23497;15035
23681;13003
23763;8001
23863;13003
23914;4004
24281;6001
24465;6001
24548;1020
24750;15039
24968;16003
25102;15018
25268;15039
25317;6001
25486;4004
25533;6001
25586;15039
25736;4004
25752;4004
25804;1004
25935;6001
25936;6001
25936;8001
26068;4004
26268;6001
26320;4004
26385;1026
26454;15039
26552;6001
26788;4004
27255;1004
27339;13003
27340;13003
27722;13006
27757;13003
27807;13003
27807;15022
27807;4005
28142;13003
28360;15039
28411;15037
28424;15039
28661;4004
28744;3032
29026;1019
29026;1020
29096;6001
29109;13003
29195;4002
29228;4002
29277;4002
29277;4004
496;6001
555;4002
555;4004
569;4002
989;15035
1023;4002
1282;6001
1496;1020
1496;1001
1498;15020
1521;4002
1539;1001
1548;15039
1700;12013
1914;4002
1934;4002
2075;4002
2098;15039
2357;15039
2466;4002
2484;15037
2493;4002
2493;4004
2641;15039
2643;4002
2686;1020
2741;4004
2741;4002
2809;4002
2875;15039
2893;4002
2902;1001
2995;4002
3018;15018
3070;15039
3179;12013
3202;15039
3227;4002
3293;16006
3368;1004
3393;4004
3393;4002
3411;15039
3443;4002
3595;16003
3629;4002
3661;4002
3672;4002
3786;1004
3788;15039
3920;4002
3961;15039
4220;4002
4220;4003
4338;4002
4338;4004
4381;15039
4522;4003
4522;4004
4656;1020
4656;1001
4656;1016
4717;4002
4867;15039
4965;15039
4976;15039
4999;4003
4999;4004
5083;15039
5108;1020
5108;1004
5108;1021
5192;15039
5240;4002
5367;4002
5594;6001
5853;4002
5942;4002
6035;4002
6162;4002
6167;15039
6287;4002
6303;15039
6310;12011
6360;4002
6410;16003
6426;4002
6494;4002
6594;4002
6612;4002
6755;15039
6887;4002
7003;16003
7080;4003
7239;4002
7282;1016
7282;1020
7282;1001
7287;4002
7339;15039
7446;1020
7446;1001
7446;1019
7446;1005
7446;1016
7464;6001
7539;4002
7730;13005
8057;4002
8200;15039
8298;4002
8352;1005
8352;1016
8352;1020
8352;1001
8586;4002
8611;1001
8611;1020
8775;4002
8818;1004
8827;15039
8925;15039
8986;4002
9002;7006
9159;4002
9218;4002
9218;4004
9236;4002
9284;1004
9354;4002
9427;12038
9436;4002
9636;4002
9636;4004
9920;4002
10322;1001
10349;4002
10522;15039
10658;4004
10658;4002
10765;4002
10899;1004
11242;4002
11415;4002
11674;4002
11769;15018
11985;4002
11985;4004
12078;4002
12101;6001
12151;14009
12162;4002
12194;4003
12310;1004
12344;4004
12344;4002
12360;12011
12360;8001
12703;6001
12739;4003
12739;4002
12769;4003
12769;4004
12828;1020
12928;4002
12971;4002
13064;15039
13087;4004
13087;4002
13087;4003
13123;6001
13178;1004
13273;4002
13387;4002
13421;12011
13421;12004
13421;8001
13466;4002
13466;4004
13482;1004
13505;1004
13582;4002
13639;4002
13696;1004
13696;1020
14059;4002
14114;16003
14134;4002
14159;1020
14159;1004
14434;1020
14509;1004
14534;4004
14534;4002
14634;4002
14641;4002
14643;4002
14777;4002
14784;1004
14850;4002
14927;4002
14993;12011
15093;6001
15102;1004
15227;12011
15261;16003
15379;4002
15511;12004
15511;8001
15736;4002
15795;4002
15854;4002
15938;4002
15972;15039
15981;4004
15981;4002
16131;15039
16165;4002
16229;4002
16395;1004
16395;1019
16395;1025
16406;4002
16449;16006
16490;4002
16538;13003
16547;1004
16565;4002
16622;4004
16658;16001
16865;4004
17124;4004
17151;16003
17360;15039
17585;16008
17649;12011
17649;6001
17817;15039
17944;1004
17992;13003
18003;16003
18226;15039
18351;1020
18351;1001
18519;16001
18562;15039
18694;13003
18905;8001
19121;6001
19223;12011
19464;6001
19621;1004
19655;1020
19666;6001
19666;12011
19698;15039
19730;12013
19821;6001
20123;6001
20273;6001
20291;1004
20425;1001
20425;1020
20425;1016
20432;4004
20518;13003
20577;1020
20577;1001
20927;13001
21127;13003
21261;16007
21361;12013
21361;12022
21713;13003
21888;4004
21929;15039
21936;4005
22095;4004
22220;13003
22497;4004
22579;4004
22679;4004
23058;13001
23133;6001
23147;4004
23183;4004
23233;4005
23408;14009
23431;12011
23433;15039
23517;4004
24026;6001
24092;8002
24101;15039
24126;4004
24410;4004
24421;4004
24512;4004
24535;4004
24637;1020
24637;1001
24637;1004
24685;4004
24730;15039
24994;12038
25178;4004
25637;16004
25646;1020
25646;1004
25841;4004
25932;15035
26125;15039
26141;13005
26200;13003
26373;6001
26491;6001
27177;6001
27445;13003
27645;13006
27777;13003
27913;13003
28106;8002
28145;13003
28145;15037
28231;15035
28554;6001
28574;1020
28781;6001
28956;6001
29006;4002
29006;4004
29022;6001
29067;6001
29147;3032
29258;6001
29276;4002
29297;6001
29301;1004
29308;13003
29381;6001
420;4002
597;4004
904;1004
904;1021
904;1020
981;4002
990;6001
1038;4003
1038;4004
1165;1020
1165;1016
1497;4005
1688;4002
1890;15039
1899;4002
2008;4002
2058;16003
2099;4002
2158;15039
2258;16006
2433;12013
2433;5014
2433;12036
2469;15039
2483;15039
2624;1020
2785;16001
3042;4002
3380;6001
3621;4002
3937;1016
4112;4002
4112;4004
4121;4002
4207;15039
4264;15039
4305;1004
4312;1004
4498;4002
4532;15039
4555;1004
4598;4002
4966;1020
5009;4002
5032;4002
5066;1016
5066;1020
5066;1019
5200;4002
5243;15039
5257;6001
5268;6001
5268;8001
5268;12011
5318;6001
5327;15039
5427;12011
5616;4002
5643;15039
5650;15039
5686;1004
5818;5003
5843;15039
5884;6001
5902;16003
6118;15039
6134;15039
6145;4002
6179;15039
6411;4002
6445;1004
6463;15039
6486;4002
6520;1004
6529;15039
6554;8007
6679;4002
6831;15039
6863;4002
6886;16001
6920;4002
7015;4002
7015;4003
7349;1004
7404;15039
7490;15039
7633;4003
7708;4002
8049;15039
8106;4004
8106;4002
8106;4003
8251;12011
8549;12011
8549;8001
8635;12011
8676;4002
8803;1020
8867;15039
8883;4002
8926;4002
8926;4004
9067;15039
9067;15016
9119;4002
9285;4002
9344;12011
9344;12038
9344;6001
9426;1020
9444;4002
9503;4002
9569;15039
9603;16007
9903;6001
9905;4002
10089;4004
10466;6001
10639;4002
10650;4002
10673;4002
10682;4002
10939;4002
11100;15039
11125;3032
11200;15039
11282;4002
11357;4002
11357;4003
11357;4004
11359;4004
11359;4002
11368;4002
11423;15039
11541;8007
11643;4002
11684;12004
11684;12006
11684;12016
11836;1020
11943;4002
12050;1004
12050;1019
12093;4004
12093;4002
12102;15039
12168;4002
12277;4002
12284;6001
12468;4002
12568;16003
12586;16007
12597;15039
12672;12038
12856;4002
13038;12023
13072;15035
13106;4002
13111;12036
13111;12027
13111;5015
13111;6001
13111;12013
13129;13003
13195;1020
13240;4002
13347;4003
13404;1020
13447;4002
13506;1004
13658;4002
13715;4002
13715;4004
13788;4004
13788;4002
13922;15039
13931;4004
13931;4002
13965;4002
14351;15039
14585;4002
14635;4002
14635;4004
14751;4002
14824;1021
14824;1020
15003;4002
15119;12011
15294;4002
15296;1020
15344;4004
15344;4002
15353;6001
15437;4002
15437;4004
15453;15039
15460;15035
15605;4002
15814;4002
15946;4005
15962;4002
16128;4002
16246;1004
16437;4004
16482;16003
16496;4002
16598;12011
16875;15039
17243;16003
17300;6001
17443;4004
17741;4004
17775;16003
18304;6001
18643;1004
18747;15039
18786;15039
19304;6001
19304;12011
19429;4004
19481;13003
19749;4004
19858;12011
19865;4004
19888;1004
19913;16007
19967;12011
19990;12038
19990;8001
19990;6001
20131;4004
20476;13003
20953;6001
20958;8001
20958;12011
21158;12011
21158;6001
21476;6001
21476;8001
21476;12011
21760;15039
21810;15039
21869;4004
21980;6001
22014;4004
22148;4005
22246;6001
22348;6001
22521;4005
22546;4004
22555;4004
22621;12011
22621;6001
22782;6001
22875;4004
22925;1020
22925;8001
23098;5015
23098;12036
23098;6001
23098;12022
23098;12013
23114;6001
23114;8001
23134;4004
23191;6001
23257;3032
23307;13001
23307;13003
23359;4004
23782;4004
23786;6001
24152;4004
24559;6001
24679;4004
24770;1020
24979;6001
25056;12011
25129;4004
25338;6001
25515;6001
25520;4004
25597;4005
26031;6001
26056;15039
26117;13001
26351;13003
26685;15039
26894;6001
27003;4004
27135;6001
27135;12011
27158;8002
27212;8002
27292;6001
27292;12011
27342;4004
27369;13003
27635;4004
27705;4004
28137;13003
28278;6001
28321;15039
28371;4004
28716;1004
28739;12011
28921;1004
28964;6001
28982;4002
29116;6001
29666;4002
29716;13003
29868;1016
29868;1020
29986;4002
30018;6001
30041;4002
30220;13001
30252;4002
30404;4002
30459;13003
30602;4002
30604;4002
30618;6001
30768;6001
30820;4002
30861;4002
30861;4004
30954;4002
31079;4002
31079;4004
31120;12016
31120;6001
31131;12011
31163;13003
31172;6001
31179;4005
31211;4002
31211;4004
31231;1004
27549;4004
27800;12011
27965;12013
27967;13007
28149;4004
28382;12013
28382;12022
28382;5015
28382;6001
28452;6001
28501;8002
28501;12011
28903;13003
28936;13003
28952;6001
29004;4002
29068;15039
29121;3012
29302;4004
29302;4002
29318;4002
29318;4004
29503;4004
29503;4002
29522;4002
29688;4002
29920;4002
29937;4002
29957;3035
30040;4002
30204;12011
30339;12011
30406;4002
30424;4002
30424;4004
30539;4004
30625;4002
30659;4002
30659;4004
30825;4002
30924;4002
30959;12016
31059;6001
31093;4002
31274;6001
31275;4002
31275;4004
31291;15039
31342;4004
31342;4002
31458;4002
31543;6001
31543;12011
31577;6001
31711;4002
31976;4004
32128;4002
32129;4002
32310;12011
32380;12011
32428;4002
32445;13003
32447;12038
32447;6001
32514;4002
32594;4002
32645;4002
32797;6001
32814;4002
32846;4002
32865;4002
32914;4002
32914;4004
32981;4002
33112;4002
33232;12011
33232;12006
33397;4002
33433;4002
33433;4004
33565;4004
33599;6001
33615;4002
33633;15035
33734;12011
33765;12011
33831;4004
33851;4004
33851;4002
34017;4002
34100;6001
34100;12027
34100;12036
34100;5015
34100;12013
34217;1020
34252;8001
34265;6001
34382;6001
34382;8001
34382;12011
34416;4002
34584;6001
34584;12011
34585;12011
34600;16003
34603;1004
34617;8007
34668;8002
34833;4002
34837;8001
34837;12011
34970;4002
34984;4002
35085;8007
35101;4002
35118;4002
35136;4002
35136;4004
35188;6001
35370;12011
35453;4002
35471;15039
35485;4002
35622;4004
35686;4002
35689;6001
35689;12011
35720;4004
35720;4002
35805;4002
36104;16006
36174;6001
36174;8002
36187;4002
36187;4004
36255;6001
36290;4002
36304;4002
36324;4002
36324;4004
36354;1004
36423;4002
36606;15039
36624;15039
36655;4004
36689;4002
36875;4002
36890;12038
36890;12011
36974;3032
37190;4004
37190;4002
37292;4002
37442;6001
37460;13003
37491;8001
37491;12011
37625;1016
37625;1019
37625;1020
37625;1001
37677;15039
37692;6001
37709;15039
37944;4002
38012;13003
38079;12004
38145;4004
38145;4002
38176;15039
38262;4002
38293;6001
38312;4004
38662;13005
38697;12011
38697;8001
38730;4002
38794;12018
38814;4002
38946;6001
38948;4002
38948;4004
38965;4002
39162;12023
39164;4002
39297;12011
39331;1004
39366;4004
39480;7007
39530;4002
39613;4002
39630;5002
39666;4002
39747;4002
39882;1004
39884;1004
39901;4004
39931;4002
39965;4002
40282;4002
40282;4004
40452;13003
40800;4002
40800;4004
40835;4002
40851;4002
40969;6001
41270;15035
41453;4002
41468;15022
41519;6001
42022;16003
42140;16007
42391;4004
42491;12023
42922;15039
43208;6001
43274;15039
43474;3003
43542;1020
43557;6001
43795;6001
43858;1004
43910;16003
43993;6001
43994;1020
43994;1001
44078;1001
44095;4004
44160;1004
44863;1001
44896;1004
45446;1001
45446;1020
45530;15039
45615;4004
45630;15039
45663;1001
45750;15039
46201;4004
46218;16003
46268;12011
46268;6001
46400;16006
46516;15039
46866;6001
47020;12011
47186;8002
47535;16007
47635;15039
47804;1020
47854;15039
48003;3010
48289;8007
48491;12023
48541;15035
48590;16007
49107;1020
49107;1001
49191;15039
49376;15039
49560;15039
49694;1004
49774;12004
49774;12011
49828;4004
50510;1001
50777;12011
50777;8007
50777;6001
50911;4004
50979;15039
51145;4004
51232;4004
51265;1004
51296;4004
51432;4004
51529;15039
51715;1004
51832;15039
51832;15022
51881;15039
52099;1004
52132;1004
52401;15039
53001;1020
53001;1004
53137;12004
53137;12011
53137;8001
53304;12016
53452;1004
53652;15039
53655;6001
53722;15039
55041;1004
55307;13003
55557;6001
55643;16003
55908;4004
57629;13003
58264;13003
58315;13003
58951;8005
58951;3039
65337;1001
65469;1020
65470;1020
65484;15039
65486;15039
65487;15039
65552;15020
65584;15039
65587;15039
65601;15039
65603;15039
65604;15039
65636;15039
65637;15039
65638;15039
65669;15036
65701;12018
65718;12018
65735;12018
65752;12018
65852;12011
65853;6001
65855;8007
92559;1020
119985;6001
119987;6001
120001;6001
120002;6001
120018;6001
120034;6001
120035;6001
120036;6001
120050;6001
120051;6001
29451;4002
29660;4002
29774;15039
29819;6001
30133;12011
30178;4002
30269;4002
30269;4004
30362;12011
30410;4002
30412;4002
30662;4002
30721;15039
30744;4004
30744;4002
30896;6001
30928;4002
30928;4004
30980;4002
30985;4002
30994;4002
30994;4004
31039;4002
31214;5005
31214;5007
31280;4002
31280;4004
31303;4004
31346;6001
31380;4002
31380;4004
31612;4004
31630;6001
31691;4002
31691;4004
32155;4002
32264;4002
32643;4002
32657;4002
32657;4004
32693;4005
32809;4002
32991;12011
33000;6001
33275;4002
33286;4002
33429;6001
33436;15035
33461;4002
33484;13003
33838;4002
33888;4002
34077;4002
34206;13003
34211;4002
34311;4002
34520;4002
34538;4002
34538;4004
34604;1004
34615;1020
34645;6001
34913;6001
34938;12011
35047;1001
35049;1020
35056;6001
35081;4002
35106;6001
35165;4004
35281;4004
35281;4002
35308;6001
35490;4002
35590;4002
35610;4002
35626;6001
35633;4004
35642;4002
35751;6001
35751;12038
35751;12011
35840;4002
35860;12011
35926;4002
35942;4002
35969;4002
35969;4004
36051;4002
36060;4002
36210;4002
36217;4002
36260;4002
36283;1020
36460;6001
36503;6001
36612;4002
36626;15039
36646;4002
36687;16006
36726;4002
36776;15039
36953;4002
37019;6001
37171;1004
37205;6001
37294;4002
37312;4002
37312;4004
37353;4002
37637;1001
37648;4002
37648;4004
37655;6001
37748;4002
37748;4004
38066;4004
38066;4002
38132;12013
38182;4002
38205;4002
38289;4002
38325;4002
38407;4002
38548;4002
38550;1001
38550;1020
38559;6001
38682;12011
38748;12011
38766;15007
38802;6001
38852;4002
39002;6001
39016;15039
39061;12013
39086;12011
39166;4005
39200;4002
39284;4002
39284;4004
39427;4002
39436;4002
39436;4004
39702;4002
39852;6001
39861;4002
39970;4002
39979;15039
40111;4002
40231;4002
40329;4002
40413;4002
40413;4004
40422;4002
40431;4002
40497;4002
40572;1020
40572;1019
40897;4002
40897;4004
40915;4004
40915;4002
41097;4002
41097;4004
41133;4004
